mode,qid,n_tok,cut
q,What is the capital of Laos?,12,0
q,What genre is Sabotage?,12,0
q,What is the capital of Rabun County?,14,0
q,Who was the composer of The Mission?,13,0
q,What is Stari Ras the capital of?,14,0
q,What genre is The Buckaroos?,13,0
q,What sport does Richard Varga play?,13,0
q,In what country is Lutsk?,13,0
q,In what country is Buckskin Mountain State Park?,15,0
q,In what country is Post Carbon Institute?,13,0
q,What is the capital of Montenegro?,13,0
q,What sport does FC Dynamo Brest play?,14,0
q,What is the capital of Maryland?,12,0
q,Who was the screenwriter for 300?,14,0
q,Who was the screenwriter for Trance?,14,0
q,Who was the director of Island of Doomed Men?,16,0
q,Who was the composer of The Washington Post?,14,0
q,Who is the author of Stack Overflow?,13,0
q,Who was the screenwriter for I Wish?,14,0
q,What genre is Coral Records?,11,0
q,In what country is Dragomirna River?,15,0
q,What color is fire engine?,11,0
q,"In what country is Amesbury, Toronto?",14,0
q,In what country is Abdul Mannan Bhuiyan Stadium?,17,0
q,Who was the director of Brotherhood of the Wolf?,15,0
q,Who is the father of Umm Kulthum bint Ali ibn Abi Talib?,25,0
q,In what city was Valdemar III of Denmark born?,17,0
q,"Who was the composer of I Can't Give You Anything but Love, Baby?",21,0
q,What is the religion of Saint Patrick?,13,0
q,What is the capital of Cook Islands?,13,0
q,What is Manila the capital of?,12,0
q,What is the capital of Tindouf Province?,16,0
q,What is the capital of Turkey?,12,0
q,Who is the father of Hera?,12,0
q,Who is the father of Tammam Salam?,16,0
q,Who was the screenwriter for Fever Pitch?,14,0
q,What is the capital of Province of Florence?,14,0
q,What sport does earned run average play?,13,0
q,What is the capital of French Guiana?,14,0
q,What is the capital of Bhutan?,13,0
q,What sport does Stadio Brianteo play?,15,0
q,What is the capital of Albania?,12,0
q,What is the capital of Lesotho?,14,0
q,In what country is Rockcastle River?,13,0
q,Who was the screenwriter for From Beyond?,14,0
q,What is the capital of Bosnia and Herzegovina?,16,0
q,What sport does Bedworth United F.C. play?,16,0
q,In what city was Hendrik Gerritsz Pot born?,17,0
q,In what country is Marvejols?,14,0
q,What is the capital of Morris County?,13,0
q,What is the capital of Nidwalden?,15,0
q,What is Robert Gwilym's occupation?,15,0
q,Who was the director of Imagine That?,13,0
q,Who was the director of The Sugarland Express?,15,0
q,Who is the author of Christopher and His Kind?,15,0
q,What genre is Buono! 2?,14,0
q,What is the religion of Samuel Johnson?,13,0
q,What genre is Xenogears?,12,0
q,Who was the director of Grease?,13,0
q,What genre is Peggle 2?,13,0
q,What is the religion of Kingdom of England?,14,0
q,Who is the author of The Little Prince?,14,0
q,Who is the father of King Arthur?,13,0
q,Who was the producer of Amistad?,14,0
q,Who is the author of Gor?,12,0
q,In what country is Old Persian?,12,0
q,What is the capital of South Sudan?,13,0
q,In what country is Wynau?,12,0
q,What is the capital of Nunavut?,14,0
q,What is the capital of Riley County?,13,0
q,In what country is Velventos?,13,0
q,Who is the author of How to Be Both?,15,0
q,What is the capital of Tang Empire?,13,0
q,Who was the composer of The Nose?,13,0
q,In what country is Severna Park?,13,0
q,What is the capital of North Carolina?,13,0
q,Who is the father of Wayne Gretzky?,15,0
q,Who was the composer of Anything Goes?,13,0
q,Who was the composer of Soul Eyes?,13,0
q,Who was the producer of The Slim Shady LP?,16,0
q,Who was the director of The Man Trap?,14,0
q,Who was the producer of Crash?,12,0
q,Who is the father of Arjuna?,14,0
q,What genre is Prince?,10,0
q,Who is the father of Archduchess Assunta of Austria?,19,0
q,What is the capital of Mauritania?,13,0
q,Who is the father of Li Xian?,14,0
q,What is the capital of European Union?,13,0
q,What sport does Olympique Lyonnais Féminin play?,18,0
q,In what country is Katmai National Park and Preserve?,16,0
q,Who is the mother of Jesus?,12,0
q,What is the capital of Tokugawa Shogunate?,17,0
q,Who was the director of Errand of Mercy?,15,0
q,What is Lisa McRee's occupation?,14,0
q,Who was the director of The Sting?,13,0
q,What is Budapest the capital of?,12,0
q,What is Ski Beatz's occupation?,13,0
q,What sport does Dorus de Vries play?,15,0
q,What is the religion of bhikkhu?,14,0
q,"Who is the father of Mary, Princess Royal and Countess of Harewood?",22,0
q,Who was the producer of Titanic?,12,0
q,Who was the director of The Omen?,14,0
q,Who was the screenwriter for The Joy Luck Club?,16,0
q,Who is the author of GNU General Public License?,15,0
q,In what country is The Players Championship?,13,0
q,Who is the author of Black Orchids?,14,0
q,What is the capital of Confederate States of America?,15,0
q,What sport does 2006–07 Primera B Nacional play?,19,0
q,Who was the screenwriter for Stereo?,13,0
q,Who is the author of Natalka Poltavka?,18,0
q,What sport does Tranmere Rovers F.C. play?,17,0
q,Who was the screenwriter for Wolf?,13,0
q,What genre is Super Mario World?,12,0
q,Who was the screenwriter for Witness for the Prosecution?,17,0
q,Who is the father of Macrianus Minor?,15,0
q,What sport does Ligue Magnus play?,13,0
q,What is Dick Rude's occupation?,13,0
q,In what country is Deodara?,13,0
q,Who was the director of Madea Gets a Job?,16,0
q,Who is the father of Tiger Woods?,13,0
q,In what country is Kuujjuarapik?,16,0
q,Who is the author of New Mutants?,14,0
q,In what country is Lugano Airport?,13,0
q,In what country is Sinaloa Cartel?,15,0
q,Who is the father of William III of the Netherlands?,16,0
q,In what country is Chrysler?,11,0
q,Who is the author of Jumper?,13,0
q,Who was the director of The Designated Mourner?,16,0
q,What is Andy C's occupation?,12,0
q,What is the capital of Russia?,12,0
q,In what country is Bouvet Island?,13,0
q,What sport does Corby Town F.C. play?,16,0
q,In what country is Revigliasco d'Asti?,17,0
q,Who was the screenwriter for Les Bonnes Femmes?,17,0
q,What is the capital of Uzbekistan?,13,0
q,In what country is Asiana Airlines?,13,0
q,What is the capital of Obwalden?,14,0
q,In what country is Kanjiroba Himal?,15,0
q,Who was the director of Green Hell?,13,0
q,Who is the father of Randolph Churchill?,13,0
q,In what country is Kireyevsky District?,16,0
q,What is Benazir Bhutto's occupation?,15,0
q,Who was the director of Alphaville?,15,0
q,What is Firaq Gorakhpuri's occupation?,17,0
q,Who was the screenwriter for Tanu Weds Manu?,18,0
q,Who was the composer of Samson?,13,0
q,Who is the author of Couples?,12,0
q,Who was the producer of Xxplosive?,15,0
q,Who was the composer of Shaft?,12,0
q,Who was the producer of No Entry?,13,0
q,Who is the mother of Todd McCaffrey?,15,0
q,What genre is Death of an Expert Witness?,14,0
q,What sport does 1994–95 FIBA Women's European Champions Cup play?,23,0
q,What genre is Johann Sebastian Bach?,12,0
q,In what city was Ted Williams born?,13,0
q,What sport does St. Louis Cardinals play?,14,0
q,What is the capital of Portugal?,12,0
q,What is Kanye West's occupation?,12,0
q,Who is the author of A Marriage Proposal?,14,0
q,What color is Juventus F.C.?,13,0
q,Who is the author of When I have Fears that I may Cease to Be?,23,0
q,What is Cardiff the capital of?,12,0
q,Who was the screenwriter for Brave?,13,0
q,Who is the author of Same-Sex Unions in Pre-Modern Europe?,21,0
q,What color is chalk?,10,0
q,What is the capital of French Polynesia?,15,0
q,What is the capital of Vanuatu?,14,0
q,What is the capital of El Salvador?,13,0
q,Who was the producer of Open Season?,13,0
q,Who is the author of Molly Moon Stops the World?,16,0
q,Who is the author of Libra?,13,0
q,Who is the father of Ramkarpal Singh?,16,0
q,What is the religion of saint?,12,0
q,Who is the author of The Stud?,13,0
q,What genre is Big Business?,11,0
q,In what country is Volvic?,12,0
q,In what country is Pindus?,13,0
q,"Who is the author of The Quest: Energy, Security, and the Remaking of the Modern World?",26,0
q,What is the capital of Nauru?,14,0
q,What is the capital of Kingdom of the Netherlands?,15,0
q,What is William Lescaze's occupation?,14,0
q,In what city was Babyface born?,13,0
q,In what city was Jean Arp born?,14,0
q,What is the capital of Afghanistan?,12,0
q,Who was the director of Mud?,12,0
q,What is Nigel Sheinwald's occupation?,14,0
q,Who was the screenwriter for Toy Story?,14,0
q,Who is the author of The Neverending Story?,15,0
q,What genre is Southern Rock Opera?,12,0
q,What is Rodez the capital of?,14,0
q,What is the capital of Wales?,12,0
q,In what country is Tadami Line?,14,0
q,What is John Scurti's occupation?,14,0
q,What genre is Quenta Silmarillion?,14,0
q,What is the capital of Sergipe?,13,0
q,Who is the father of Ariarathes VI of Cappadocia?,22,0
q,What genre is General Hospital?,11,0
q,Who is the father of Moses?,12,0
q,What sport does Kaisa Varis play?,15,0
q,What is the capital of Orotina Canton?,15,0
q,Who was the composer of It's Going to Take Some Time?,18,0
q,What is the capital of France?,12,0
q,What is the religion of Dinesh D'Souza?,18,0
q,Who was the producer of Precious?,13,0
q,Who was the director of Scary Movie 3?,16,0
q,What genre is Banjo-Kazooie?,15,0
q,What is the capital of Iowa?,12,0
q,Who was the composer of Balika Badhu?,15,0
q,In what country is Sabana de la Mar?,15,0
q,In what country is Hawi?,12,0
q,What is the capital of Uruguay?,12,0
q,What is the capital of Gabon?,13,0
q,Who was the composer of The Prestige?,14,0
q,In what city was Dawson Turner born?,13,0
q,What is the capital of Aruba?,13,0
q,What is the capital of Guinea?,12,0
q,What is Dean Alfange's occupation?,13,0
q,Who is the author of Success is Counted Sweetest?,17,0
q,What sport does Friedhelm Konietzka play?,16,0
q,What sport does Diego Polenta play?,13,0
q,Who is the father of Talia Balsam?,16,0
q,In what country is Ferrari?,11,0
q,Who was the producer of Back to the Future?,15,0
q,Who was the screenwriter for Our Town?,14,0
q,What sport does Bryce Harper play?,12,0
q,Who is the father of Beau Biden?,13,0
q,What color is Exeter City F.C.?,15,0
q,"Who was the director of South Park: Bigger, Longer & Uncut?",21,0
q,In what country is Varany Maha Vidyalayam?,18,0
q,Who is the author of Ross O'Carroll-Kelly?,18,0
q,Who was the screenwriter for Star Trek: First Contact?,17,0
q,Who was the screenwriter for The Bourne Legacy?,16,0
q,What sport does Grantham Town F.C. play?,17,0
q,What genre is The Rolling Stones?,12,0
q,In what country is Cambridge?,11,0
q,Who is the author of Moneyball?,13,0
q,What is Stockholm the capital of?,12,0
q,In what country is Macedonian Academy of Sciences and Arts?,17,0
q,What genre is Synyster Gates?,12,0
q,Who is the author of The Clouds?,14,0
q,What is William Molyneux's occupation?,15,0
q,Who is the mother of Sean Penn?,13,0
q,Who is the father of Griffin O'Neal?,15,0
q,What genre is Claude Lorrain?,13,0
q,What is the capital of Nan?,12,0
q,What is the capital of Armenia?,12,0
q,What is Rhea Silvia's occupation?,14,0
q,Who was the producer of The Terminal?,13,0
q,What genre is Suikoden Tierkreis?,15,0
q,In what country is Joint European Torus?,14,0
q,What is Seif Sharif Hamad's occupation?,16,0
q,Who was the producer of Particle Fever?,13,0
q,Who is the father of James I of Aragon?,16,0
q,In what country is New York State Route 157?,16,0
q,In what country is Canadian Dairy Commission?,13,0
q,Who is the author of Make Love! The Bruce Campbell Way?,18,0
q,Who was the producer of Chef?,12,0
q,What is the capital of Tunisia?,12,0
q,Who is the author of The Confidential Clerk?,14,0
q,What color is snow?,10,0
q,What is the capital of Silla?,13,0
q,In what country is Wiang Kao?,14,0
q,Who is the father of Donald Trump?,13,0
q,In what city was Benny Napoleon born?,13,0
q,What is the capital of Connecticut?,12,0
q,Who is the author of Our Lady of the Flowers?,16,0
q,What is the capital of Azerbaijan?,12,0
q,Who was the director of Alien?,12,0
q,Who is the author of The Incoherence of the Philosophers?,19,0
q,What is the capital of Bangladesh?,12,0
q,In what city was Alma Karlin born?,14,0
q,What is Stevie Cameron's occupation?,13,0
q,What genre is S.H.E?,12,0
q,Who is the author of Tuesday?,12,0
q,Who is the author of Ship Breaker?,14,0
q,What is the capital of Plesetsky District?,16,0
q,What sport does George Burley play?,13,0
q,Who is the author of The Jungle?,13,0
q,Who was the screenwriter for Brian Wilson: I Just Wasn't Made for These Times?,24,0
q,What is the capital of Papua New Guinea?,14,0
q,Who is the author of Thunderball?,13,0
q,In what country is Toronto Northwest?,12,0
q,In what country is Sircilla?,13,0
q,Who is the father of Princess Senate Seeiso?,15,0
q,What sport does Deportivo Cali play?,15,0
q,What is the capital of Israel?,12,0
q,What sport does HSV Hamburg play?,12,0
q,Who was the composer of Petrushka chord?,15,0
q,In what country is Husainid Dynasty?,14,0
q,What sport does face mask play?,12,0
q,What sport does Warrenpoint Town F.C. play?,16,0
q,Who is the mother of Parikshit?,14,0
q,In what city was Andries Bonger born?,16,0
q,Who was the director of Breaking Bad?,13,0
q,What sport does Carlaw Park play?,13,0
q,Who was the director of The Black Tent?,14,0
q,Who is the author of Tom Sawyer Abroad?,15,0
q,Who was the composer of Dragonball Evolution?,14,0
q,Who is the father of George W. Bush?,15,0
q,Who was the producer of Freddie Foxxx Is Here?,16,0
q,Who is the author of NW?,12,0
q,What is the capital of Qasr-e Shirin County?,18,0
q,What is the capital of Larnaca District?,15,0
q,In what country is Bundesautobahn 100?,16,0
q,Who was the screenwriter for The Blackcoat's Daughter?,17,0
q,In what country is American Booksellers Association?,14,0
q,What genre is Prince Lasha?,12,0
q,Who is the father of Abraham Lincoln?,13,0
q,Who was the director of The Stranger?,13,0
q,Who is the author of Blue Latitudes?,14,0
q,What is the capital of Ohio?,12,0
q,Who is the author of The Dining Room?,14,0
q,Who is the father of Vira Someshwara?,17,0
q,In what country is Gmina Dziadkowice?,18,0
q,What is the religion of Hillsdale Free Will Baptist College?,17,0
q,What is the capital of Massac County?,14,0
q,Who was the director of Voyage to the Planet of Prehistoric Women?,19,0
q,Who is the author of The Camp of the Saints?,16,0
q,What genre is Ultima Online: Samurai Empire?,15,0
q,In what city was Constantine of Kostenets born?,16,0
q,Who is the father of Thor?,12,0
q,What is G. Karunakara Reddy's occupation?,18,0
q,In what country is British American Tobacco?,13,0
q,Who was the producer of The Chronic?,13,0
q,In what country is Tigra?,12,0
q,What genre is Doorways in the Sand?,14,0
q,What genre is Michel Langevin?,12,0
q,Who is the author of Poil de carotte?,16,0
q,Who is the author of Kim?,12,0
q,What is the capital of Palestinian territories?,13,0
q,Who is the author of Why I Write?,14,0
q,What is the capital of American Samoa?,13,0
q,What is the religion of Thomas Cooray?,15,0
q,What is the capital of Nyandeni Local Municipality?,17,0
q,Who is the author of Fail-Safe Investing?,15,0
q,Who was the screenwriter for The Duellists?,16,0
q,Who is the author of Millennial Rites?,15,0
q,In what city was Cloe Elmo born?,15,0
q,In what city was Ed Parker Jr. born?,15,0
q,In what city was Angela Leong born?,14,0
q,Who was the composer of La permission de dix heures?,17,0
q,Who was the producer of Rain Dogs?,13,0
q,In what city was Pete Stewart born?,13,0
q,Who was the director of Disney's The Kid?,15,0
q,What is Bill Kintner's occupation?,14,0
q,What is Mariana Vicente's occupation?,14,0
q,In what country is Mon?,11,0
q,What is Jay the capital of?,12,0
q,Who was the composer of Saturday Night?,13,0
q,Who was the director of Postal?,12,0
q,Who was the director of Hoot?,13,0
q,Who is the author of Keeping the Moon?,14,0
q,Who was the director of Fix?,12,0
q,What genre is Alexander Beggrov?,13,0
q,Who was the director of Free and Easy?,14,0
q,Who was the producer of Smoke?,12,0
q,Who is the author of Roma?,12,0
q,What sport does Bennie Osler play?,14,0
q,Who was the director of Hari-Bhari?,14,0
q,Who was the director of Burning Man?,13,0
q,In what city was Alexandros Matsas born?,15,0
q,Who is the author of Le Ton beau de Marot?,17,0
q,Who is the father of Adad?,13,0
q,In what city was William Osler born?,14,0
q,What sport does Algiers Derby play?,13,0
q,Who is the author of GNU Affero General Public License?,16,0
q,Who was the screenwriter for Return of the Fly?,16,0
q,"Who is the father of Frederick IV, Elector Palatine?",19,0
q,Who was the director of Time Limit?,13,0
q,In what city was John Keating born?,14,0
q,Who is the author of Showdown?,13,0
q,In what city was Hittman born?,14,0
q,Who is the author of Checkers?,13,0
q,Who was the composer of Imagine This?,13,0
q,What genre is Raavan?,11,0
q,Who was the producer of The Fighter?,13,0
q,"What is Sir Thomas Clarges, 3rd Baronet's occupation?",20,0
q,What is the capital of Golden Valley County?,14,0
q,What genre is Foreign Legion?,11,0
q,Who was the producer of The Lost Bridegroom?,16,0
q,Who was the producer of Still Alive and Well?,15,0
q,What is the religion of Milica Hrebeljanović?,19,0
q,What is the religion of Muscat and Oman?,15,0
q,Who is the father of Sun He?,13,0
q,Who was the producer of Friday the 13th Part 2?,19,0
q,Who was the composer of Sleep?,12,0
q,Who was the producer of The Guilty?,14,0
q,Who is the author of Riders in the Chariot?,17,0
q,Who is the author of Obsessed?,13,0
q,Who is the father of Hooge?,13,0
q,Who was the director of My Family?,13,0
q,What is Jack Mackenzie's occupation?,13,0
q,Who was the producer of Paid?,12,0
q,Who was the screenwriter for The Purchase Price?,15,0
q,Who is the author of Find Me?,13,0
q,Who was the composer of Troy?,12,0
q,Who is the author of Mary Marston?,14,0
q,Who is the father of Sisowath of Cambodia?,17,0
q,Who was the director of Green Tea?,13,0
q,Who was the producer of 2001?,14,0
q,In what city was Mikael Eriksson born?,15,0
q,Who was the director of Late Last Night?,14,0
q,Who is the mother of Christiane Sehested?,16,0
q,In what city was Steve McDonald born?,13,0
q,Who is the author of Saints of Big Harbour?,15,0
q,What is Thomas McMurtry's occupation?,14,0
q,Who was the composer of Ariane et Barbe-bleue?,19,0
q,Who is the author of Lucky?,12,0
q,Who was the composer of Never Forget?,13,0
q,Who was the composer of Apache?,12,0
q,Who was the director of The Gamesters of Triskelion?,19,0
q,Who was the producer of Drift?,13,0
q,Who is the author of Detective?,12,0
q,Who was the director of Gotti?,13,0
q,In what city was Gregorio Selser born?,15,0
q,Who was the producer of Come and Get It?,15,0
q,Who is the author of Definitions?,12,0
q,Who was the composer of Wish You Were Here?,15,0
q,What genre is The Untold?,12,0
q,Who was the producer of The Sweet Sins of Sexy Susan?,18,0
q,Who was the composer of You Never Know?,14,0
q,Who was the screenwriter for The Invisible Hand?,15,0
q,Who was the screenwriter for P Se PM Tak?,16,0
q,Who is the author of Bec?,12,0
q,What sport does Najeh Humoud play?,14,0
q,What is Windsor the capital of?,12,0
q,What genre is Hands Across the Sea?,13,0
q,Who was the producer of Dil?,12,0
q,Who is the father of Ragnall mac Gofraid?,18,0
q,In what city was Jaime de Angulo born?,15,0
q,What is Preston the capital of?,12,0
q,Who is the author of What Remains?,14,0
q,Who was the director of Porky's Duck Hunt?,16,0
q,Who was the producer of M?,12,0
q,Who is the father of Goi?,13,0
q,What is Paddy Mullins's occupation?,14,0
q,What sport does Elias MacDonald play?,12,0
q,What is Delhi the capital of?,12,0
q,Who was the producer of Long Pants?,13,0
q,In what country is Davidson?,11,0
q,Who was the producer of The Robe?,14,0
q,Who is the father of Mary of Woodstock?,15,0
q,Who is the mother of Hou Ji?,13,0
q,What sport does Daniel Manzato play?,14,0
q,In what city was Robert Creamer born?,14,0
q,Who was the screenwriter for Where No One Has Gone Before?,18,0
q,What is Sardar Muhammad Yousaf Zaman's occupation?,18,0
q,Who was the director of Legend?,12,0
q,Who was the screenwriter for Computer Warriors?,14,0
q,Who was the screenwriter for Il Boss?,14,0
q,Who was the composer of The Best Offer?,14,0
q,Who is the author of Chosen?,13,0
q,Who is the father of Seol Chong?,15,0
q,What is the capital of Egypt Eyalet?,15,0
q,In what city was Manon born?,13,0
q,What genre is The Art of the Steal?,15,0
q,Who was the screenwriter for Pip?,13,0
q,Who is the father of Rafi-ush-Shan?,17,0
q,What is Thomas Widdrington's occupation?,15,0
q,In what city was Mark Holzemer born?,15,0
q,What is the religion of Appalachian Bible College?,14,0
q,What is Gina Krog's occupation?,13,0
q,Who is the author of The Interruption of Everything?,17,0
q,Who is the author of The New Troy?,14,0
q,Who was the director of Guess Who?,13,0
q,Who is the author of The Prodigal Son?,16,0
q,"Who was the composer of Robinson Crusoe, Jr.?",17,0
q,Who was the director of Crave?,13,0
q,Who was the producer of Amy's Baking Company?,16,0
q,Who was the producer of Swingers?,13,0
q,What sport does Thiago Quirino play?,15,0
q,What is John Jay's occupation?,12,0
q,What is the religion of Ohio Northern University?,14,0
q,Who was the screenwriter for Human Resources?,14,0
q,Who was the producer of Perfect Day?,13,0
q,Who was the director of Bread and Circuses?,15,0
q,What is the capital of Northumberland County?,14,0
q,Who was the director of The Emerald City?,14,0
q,What is the capital of Lys?,13,0
q,Who was the director of The Empath?,14,0
q,What is the capital of Goondiwindi Region?,17,0
q,Who was the composer of The Sanguine Fan?,16,0
q,Who was the screenwriter for Neighbors?,14,0
q,In what city was James W. Owens born?,15,0
q,Who was the composer of Ninnindale?,15,0
q,In what city was Alfred Jefferis Turner born?,16,0
q,What is the religion of Father Jean Bernard?,14,0
q,Who was the screenwriter for The Rubber Gun?,15,0
q,What is the religion of Kenneth Steiner?,14,0
q,Who was the producer of Don't Ever Leave Me?,16,0
q,Who was the screenwriter for La Collectionneuse?,16,0
q,What genre is No Doubt?,12,0
q,Who was the producer of The Turning Point?,14,0
q,Who is the author of Close to Home?,14,0
q,What genre is SimTower?,11,0
q,Who was the director of The Closet?,13,0
q,In what city was Billy McGinty born?,15,0
q,Who was the producer of Rehab?,12,0
q,Who was the director of Little 'Tinker?,15,0
q,Who was the composer of Mela?,13,0
q,Who was the screenwriter for Being Human?,14,0
q,Who was the producer of The Search?,13,0
q,Who was the composer of Annakili?,14,0
q,Who is the father of Pierre Joxe?,15,0
q,Who is the author of The Story of the Daughters of Quchan?,21,0
q,Who was the producer of Jeans?,12,0
q,Who was the producer of Arthur 2: On the Rocks?,18,0
q,Who was the producer of Parker?,12,0
q,Who is the father of Abbot Oliba?,16,0
q,Who was the screenwriter for Mantra?,14,0
q,Who is the mother of Lincoln Stedman?,15,0
q,What genre is Roper?,11,0
q,What genre is Artur Lemba?,13,0
q,Who is the father of Shi Jian?,13,0
q,Who was the producer of Let America Laugh?,14,0
q,Who was the producer of Kites?,13,0
q,Who was the director of The Crocodile's Dilemma?,18,0
q,Who was the composer of Do It Again?,14,0
q,What is the religion of Robert J. Fox?,15,0
q,Who is the father of Mary of Waltham?,16,0
q,Who is the father of Gao Wei?,14,0
q,Who was the producer of RV?,12,0
q,Who was the producer of The Holy Girl?,14,0
q,Who was the composer of 1984?,14,0
q,Who was the producer of The Economics of Happiness?,15,0
q,What is the religion of Francesco Bonifacio?,15,0
q,Who is the father of Bridget Bendish?,15,0
q,In what country is Ig?,11,0
q,Who was the producer of The Best Man?,14,0
q,Who is the author of The Origins and History of Consciousness?,18,0
q,In what city was Herman Hertzberger born?,15,0
q,Who was the composer of WarGames?,13,0
q,What is the religion of James VI and I?,15,0
q,Who was the screenwriter for A Personal Journey with Martin Scorsese Through American Movies?,23,0
q,Who is the author of The Gathering?,13,0
q,In what city was Doc Parker born?,13,0
q,Who is the author of The Bishop's Heir?,16,0
q,What is Philadelphia the capital of?,12,0
q,Who was the composer of Trans?,12,0
q,Who is the author of Solar?,12,0
q,In what city was Dick Calmus born?,14,0
q,Who is the author of Hard Time?,13,0
q,Who was the producer of The Wild Life?,14,0
q,Who was the screenwriter for Drive?,13,0
q,Who was the producer of South of Heaven?,14,0
q,Who was the director of The Ragman's Daughter?,16,0
q,Who was the screenwriter for Nowhere?,14,0
q,Who was the director of Submission?,12,0
q,Who is the mother of Dan?,12,0
q,Who was the screenwriter for The Myth of Fingerprints?,17,0
q,Who was the screenwriter for The Betrayal?,16,0
q,In what city was Joel Johnson born?,13,0
q,Who was the producer of This Island Earth?,14,0
q,Who was the composer of Julie Johnson?,13,0
q,Who was the composer of The Fog of War?,15,0
q,"Who is the father of Archduke Leopold of Austria, Prince of Tuscany?",25,0
q,Who was the producer of High Risk?,13,0
q,Who was the screenwriter for Coralie Lansdowne Says No?,19,0
q,Who was the director of Backstage?,13,0
q,Who is the author of Finder?,12,0
q,In what city was Shawn Respert born?,14,0
q,Who was the producer of Peter Gabriel?,13,0
q,In what city was Lance Hooper born?,14,0
q,In what city was Ralph Campney born?,14,0
q,Who was the director of Winner Takes All?,14,0
q,Who was the producer of Dawn?,12,0
